customer_id,segment_name,recency_days,frequency_180d,monetary_180d,R,F,M,rfm_score,return_rate_180d,avg_discount_pct_180d,ticket_count_90d,negative_ticket_rate_90d,sessions_30d,last_visit_days_ago,engagement_score,last_campaign_received,manual_priority_bucket,churn_next_60d
CUST01210,Mid_Tier_At_Risk,266,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,54,6,new_launch,high,1
CUST01211,High_Value_Unhappy,5,3,2452.85,5,5,5,15,0.333,0.407,2,0.0,8,2,13,bundle_discount,medium,0
CUST01212,Champions,20,2,2285.58,5,4,5,14,0.0,0.435,0,0.0,0,0,3,new_launch,low,0
CUST01213,Mid_Tier_At_Risk,163,1,492.41,1,2,2,5,0.0,0.21,0,0.0,3,33,9,free_shipping,high,1
CUST01214,Dormant,124,1,1069.42,2,2,3,7,0.0,0.25,0,0.0,2,31,2,free_shipping,high,1
CUST01215,Loyal_Slipping,80,2,1232.11,3,4,4,11,0.0,0.215,0,0.0,0,25,7,bundle_discount,high,0
CUST01216,Mid_Tier_At_Risk,107,1,1022.33,2,2,3,7,0.0,0.35,0,0.0,10,24,17,bundle_discount,high,1
CUST01217,Mid_Tier_At_Risk,163,1,630.07,1,2,2,5,0.0,0.26,0,0.0,6,36,6,bundle_discount,high,1
CUST01218,Mid_Tier_At_Risk,0,1,738.52,5,2,3,10,0.0,0.24,0,0.0,6,2,6,welcome_offer,low,0
CUST01219,Mid_Tier_At_Risk,86,2,832.04,2,4,3,9,0.0,0.35,1,1.0,5,20,6,free_shipping,high,0
CUST01220,Mid_Tier_At_Risk,98,1,1095.74,2,2,3,7,0.0,0.23,0,0.0,1,25,1,new_launch,high,1
CUST01221,Mid_Tier_At_Risk,13,1,405.2,5,2,2,9,0.0,0.33,0,0.0,6,21,8,bundle_discount,low,0
CUST01222,New_Customers,18,1,1199.39,5,2,4,11,0.0,0.04,0,0.0,0,14,6,none,high,0
CUST01223,Loyal_Slipping,118,3,1444.4,2,5,4,11,0.0,0.387,0,0.0,1,29,1,free_shipping,high,1
CUST01224,Mid_Tier_At_Risk,33,1,1005.1,4,2,3,9,0.0,0.33,0,0.0,7,7,13,new_launch,low,1
CUST01225,Mid_Tier_At_Risk,97,1,620.28,2,2,2,6,0.0,0.03,1,1.0,3,13,4,new_launch,high,1
CUST01226,High_Value_Unhappy,37,3,1546.94,4,5,4,13,0.667,0.333,1,1.0,6,14,6,none,medium,1
CUST01227,High_Value_Unhappy,43,3,1385.66,4,5,4,13,0.333,0.317,1,1.0,8,6,8,none,medium,1
CUST01228,Dormant,212,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,28,2,free_shipping,high,1
CUST01229,Mid_Tier_At_Risk,147,1,484.49,2,2,2,6,0.0,0.23,0,0.0,5,8,5,none,high,1
CUST01230,Mid_Tier_At_Risk,112,1,370.67,2,2,1,5,0.0,0.24,0,0.0,2,24,3,bundle_discount,high,1
CUST01231,Dormant,226,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,41,0,free_shipping,high,0
CUST01232,Mid_Tier_At_Risk,183,0,0.0,1,1,1,3,0.0,0.0,0,0.0,8,39,8,free_shipping,high,1
CUST01233,Mid_Tier_At_Risk,64,1,551.18,3,2,2,7,0.0,0.29,0,0.0,8,5,8,free_shipping,medium,0
CUST01234,Loyal_Slipping,115,2,1809.4,2,4,4,10,0.0,0.215,0,0.0,3,32,8,free_shipping,high,1
CUST01235,Mid_Tier_At_Risk,161,1,522.53,1,2,2,5,0.0,0.15,0,0.0,3,26,6,new_launch,high,1
CUST01236,Champions,6,3,971.97,5,5,3,13,0.0,0.31,0,0.0,8,0,10,bundle_discount,low,0
CUST01237,Loyal_Slipping,103,2,1243.5,2,4,4,10,0.0,0.325,0,0.0,1,10,3,new_launch,high,1
CUST01238,Loyal_Slipping,68,3,3438.43,3,5,5,13,0.0,0.253,1,1.0,1,14,5,new_launch,medium,0
CUST01239,Mid_Tier_At_Risk,193,0,0.0,1,1,1,3,0.0,0.0,0,0.0,7,35,7,bundle_discount,high,0
CUST01240,Mid_Tier_At_Risk,19,1,434.11,5,2,2,9,0.0,0.34,0,0.0,10,14,17,bundle_discount,low,1
CUST01241,New_Customers,38,1,185.08,4,2,1,7,0.0,0.28,0,0.0,9,15,20,bundle_discount,medium,0
CUST01242,Mid_Tier_At_Risk,29,5,6982.41,4,5,5,14,0.0,0.262,1,0.0,0,15,7,bundle_discount,medium,0
CUST01243,Loyal_Slipping,74,3,1470.48,3,5,4,12,0.0,0.297,0,0.0,8,14,8,free_shipping,medium,1
CUST01244,High_Value_Unhappy,34,2,2233.4,4,4,5,13,0.0,0.21,1,1.0,7,4,7,none,medium,0
CUST01245,Dormant,255,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,60,2,new_launch,high,1
CUST01246,Mid_Tier_At_Risk,262,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,60,12,none,high,0
CUST01247,High_Value_Unhappy,3,1,1439.66,5,2,4,11,0.0,0.24,1,1.0,12,0,18,none,medium,0
CUST01248,Mid_Tier_At_Risk,103,1,1386.38,2,2,4,8,0.0,0.31,0,0.0,5,15,9,free_shipping,high,0
CUST01249,Champions,57,4,2733.47,3,5,5,13,0.0,0.203,0,0.0,12,11,26,none,medium,0
CUST01250,Mid_Tier_At_Risk,175,1,612.27,1,2,2,5,0.0,0.34,0,0.0,0,35,6,bundle_discount,high,0
CUST01251,Mid_Tier_At_Risk,52,1,420.63,3,2,2,7,0.0,0.38,0,0.0,3,10,9,none,medium,1
CUST01252,Champions,38,2,2038.93,4,4,5,13,0.0,0.245,0,0.0,1,18,1,free_shipping,medium,1
CUST01253,Loyal_Slipping,99,2,2035.62,2,4,5,11,0.0,0.15,0,0.0,13,27,21,bundle_discount,high,1
CUST01254,Loyal_Slipping,76,2,2465.71,3,4,5,12,0.0,0.445,1,1.0,3,4,3,new_launch,high,0
CUST01255,Loyal_Slipping,78,1,2060.75,3,2,5,10,0.0,0.11,1,1.0,8,15,8,new_launch,high,0
CUST01256,Mid_Tier_At_Risk,286,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,56,8,new_launch,high,1
CUST01257,Mid_Tier_At_Risk,27,2,765.27,4,4,3,11,0.5,0.28,1,1.0,4,4,10,welcome_offer,medium,1
CUST01258,Mid_Tier_At_Risk,250,0,0.0,1,1,1,3,0.0,0.0,0,0.0,7,60,10,new_launch,high,1
CUST01259,Mid_Tier_At_Risk,94,1,694.35,2,2,3,7,1.0,0.32,1,1.0,0,10,0,bundle_discount,high,1
CUST01260,New_Customers,9,1,913.67,5,2,3,10,0.0,0.02,0,0.0,4,8,4,new_launch,low,0
CUST01261,Mid_Tier_At_Risk,18,1,345.05,5,2,1,8,0.0,0.28,0,0.0,1,0,1,free_shipping,high,0
CUST01262,Mid_Tier_At_Risk,25,1,195.09,4,2,1,7,0.0,0.57,0,0.0,11,9,19,welcome_offer,low,1
CUST01263,Mid_Tier_At_Risk,32,4,2970.8,4,5,5,14,0.25,0.307,1,0.0,5,24,9,new_launch,medium,0
CUST01264,Mid_Tier_At_Risk,51,1,2114.74,3,2,5,10,0.0,0.34,0,0.0,6,16,10,welcome_offer,medium,1
CUST01265,Champions,15,2,1398.17,5,4,4,13,0.0,0.42,0,0.0,12,10,13,free_shipping,low,0
CUST01266,Champions,51,3,2447.06,3,5,5,13,0.0,0.137,0,0.0,8,17,8,welcome_offer,medium,0
CUST01267,Mid_Tier_At_Risk,58,2,769.57,3,4,3,10,0.0,0.25,1,1.0,2,26,7,new_launch,medium,0
CUST01268,Mid_Tier_At_Risk,19,1,471.22,5,2,2,9,1.0,0.06,1,1.0,5,2,12,new_launch,medium,1
CUST01269,New_Customers,57,1,534.09,3,2,2,7,0.0,0.08,0,0.0,4,18,9,none,medium,0
CUST01270,Mid_Tier_At_Risk,57,1,309.87,3,2,1,6,0.0,0.43,1,1.0,4,20,14,free_shipping,medium,0
CUST01271,New_Customers,12,1,529.98,5,2,2,9,0.0,0.31,0,0.0,8,5,12,free_shipping,low,0
CUST01272,Mid_Tier_At_Risk,44,1,1860.0,4,2,4,10,0.0,0.27,0,0.0,1,8,1,bundle_discount,high,0
CUST01273,Mid_Tier_At_Risk,149,1,1219.74,1,2,4,7,0.0,0.37,0,0.0,1,22,3,new_launch,high,1
CUST01274,Mid_Tier_At_Risk,25,2,802.94,4,4,3,11,0.0,0.415,0,0.0,15,0,15,free_shipping,low,0
CUST01275,Champions,34,3,2647.93,4,5,5,14,0.0,0.267,0,0.0,14,0,20,free_shipping,low,0
CUST01276,Mid_Tier_At_Risk,120,1,412.12,2,2,2,6,0.0,0.4,0,0.0,3,22,3,bundle_discount,high,0
CUST01277,Mid_Tier_At_Risk,99,1,732.91,2,2,3,7,0.0,0.34,0,0.0,6,12,13,bundle_discount,high,1
CUST01278,Loyal_Slipping,65,2,791.53,3,4,3,10,0.0,0.225,0,0.0,1,6,1,free_shipping,medium,0
CUST01279,High_Value_Unhappy,101,1,1494.42,2,2,4,8,1.0,0.35,0,0.0,3,31,7,free_shipping,high,1
CUST01280,Champions,35,4,3888.23,4,5,5,14,0.0,0.247,0,0.0,5,0,8,none,low,0
CUST01281,Mid_Tier_At_Risk,215,0,0.0,1,1,1,3,0.0,0.0,0,0.0,4,43,4,new_launch,high,1
CUST01282,Mid_Tier_At_Risk,78,1,499.65,3,2,2,7,0.0,0.2,1,0.0,5,22,8,welcome_offer,high,1
CUST01283,High_Value_Unhappy,40,8,5650.74,4,5,5,14,0.125,0.328,1,1.0,7,0,7,welcome_offer,medium,1
CUST01284,Dormant,192,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,25,2,none,high,1
CUST01285,Mid_Tier_At_Risk,124,2,938.91,2,4,3,9,0.0,0.32,0,0.0,3,36,3,none,high,1
CUST01286,Mid_Tier_At_Risk,226,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,45,3,free_shipping,high,0
CUST01287,Mid_Tier_At_Risk,89,2,1153.33,2,4,3,9,0.0,0.46,0,0.0,3,14,7,welcome_offer,high,0
CUST01288,Dormant,132,1,486.14,2,2,2,6,0.0,0.38,0,0.0,0,25,1,bundle_discount,high,1
CUST01289,New_Customers,3,1,742.76,5,2,3,10,0.0,0.18,0,0.0,9,7,16,welcome_offer,low,0
CUST01290,Mid_Tier_At_Risk,53,2,1164.42,3,4,3,10,0.0,0.26,0,0.0,9,15,9,none,medium,0
CUST01291,Mid_Tier_At_Risk,193,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,29,3,new_launch,high,0
CUST01292,Champions,41,2,2412.52,4,4,5,13,0.0,0.155,0,0.0,3,24,3,none,medium,0
CUST01293,Mid_Tier_At_Risk,15,2,866.63,5,4,3,12,0.0,0.38,0,0.0,0,1,4,bundle_discount,low,0
CUST01294,Mid_Tier_At_Risk,3,1,750.26,5,2,3,10,0.0,0.45,0,0.0,9,0,13,free_shipping,low,0
CUST01295,Loyal_Slipping,121,3,1979.11,2,5,5,12,0.333,0.14,0,0.0,11,20,13,free_shipping,high,1
CUST01296,Mid_Tier_At_Risk,16,1,416.31,5,2,2,9,0.0,0.41,0,0.0,2,15,4,free_shipping,low,0
CUST01297,High_Value_Unhappy,2,4,1798.57,5,5,4,14,0.0,0.27,1,1.0,6,4,6,welcome_offer,medium,0
CUST01298,Dormant,329,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,60,0,new_launch,high,1
CUST01299,Mid_Tier_At_Risk,171,1,840.54,1,2,3,6,0.0,0.07,0,0.0,8,35,8,none,high,1
CUST01300,Discount_Sensitive,46,4,1939.2,4,5,5,14,0.0,0.367,1,0.0,10,6,15,none,medium,0
CUST01301,Loyal_Slipping,85,2,884.57,3,4,3,10,0.0,0.325,0,0.0,4,25,4,free_shipping,high,1
CUST01302,Champions,1,5,3420.38,5,5,5,15,0.0,0.292,0,0.0,8,0,15,free_shipping,low,0
CUST01303,Mid_Tier_At_Risk,20,1,844.74,5,2,3,10,0.0,0.18,1,0.0,3,0,6,none,medium,1
CUST01304,Mid_Tier_At_Risk,27,2,1145.58,4,4,3,11,0.0,0.17,0,0.0,8,0,8,free_shipping,low,0
CUST01305,Mid_Tier_At_Risk,50,1,311.4,3,2,1,6,0.0,0.45,0,0.0,8,4,8,bundle_discount,medium,1
CUST01306,Mid_Tier_At_Risk,54,2,3337.79,3,4,5,12,0.0,0.205,0,0.0,2,6,8,free_shipping,medium,0
CUST01307,Mid_Tier_At_Risk,234,0,0.0,1,1,1,3,0.0,0.0,0,0.0,4,38,11,none,high,1
CUST01308,Mid_Tier_At_Risk,119,1,380.96,2,2,2,6,0.0,0.27,0,0.0,5,33,9,welcome_offer,high,1
CUST01309,Loyal_Slipping,73,3,1704.79,3,5,4,12,0.0,0.423,0,0.0,2,5,8,welcome_offer,medium,0
CUST01310,Loyal_Slipping,139,2,1213.35,2,4,4,10,0.0,0.405,0,0.0,8,19,15,bundle_discount,high,0
CUST01311,Mid_Tier_At_Risk,43,2,1069.71,4,4,3,11,0.0,0.37,0,0.0,1,19,1,bundle_discount,medium,0
CUST01312,Champions,14,2,1611.51,5,4,4,13,0.0,0.275,0,0.0,5,0,9,bundle_discount,low,0
CUST01313,Champions,4,2,1457.68,5,4,4,13,0.0,0.23,0,0.0,6,0,6,welcome_offer,low,0
CUST01314,Mid_Tier_At_Risk,1,2,1066.73,5,4,3,12,0.0,0.28,0,0.0,5,0,5,new_launch,low,0
CUST01315,Dormant,222,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,52,1,new_launch,high,1
CUST01316,Mid_Tier_At_Risk,120,1,407.44,2,2,2,6,0.0,0.25,0,0.0,13,14,22,welcome_offer,high,1
CUST01317,Dormant,256,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,48,1,none,high,1
CUST01318,Mid_Tier_At_Risk,130,1,396.5,2,2,2,6,0.0,0.13,0,0.0,2,24,6,bundle_discount,high,1
CUST01319,Mid_Tier_At_Risk,111,1,336.29,2,2,1,5,0.0,0.48,0,0.0,10,14,14,welcome_offer,high,0
CUST01320,Mid_Tier_At_Risk,150,1,500.0,1,2,2,5,0.0,0.11,0,0.0,6,40,9,new_launch,high,1
CUST01321,Loyal_Slipping,99,5,1878.1,2,5,4,11,0.0,0.36,0,0.0,12,17,22,free_shipping,high,0
CUST01322,Mid_Tier_At_Risk,96,1,564.8,2,2,2,6,0.0,0.17,0,0.0,2,20,2,none,high,1
CUST01323,Mid_Tier_At_Risk,276,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,46,4,new_launch,high,1
CUST01324,Mid_Tier_At_Risk,227,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,35,5,free_shipping,high,1
CUST01325,Mid_Tier_At_Risk,186,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,43,3,free_shipping,high,0
CUST01326,Mid_Tier_At_Risk,131,1,1411.39,2,2,4,8,0.0,0.29,0,0.0,3,23,3,none,high,1
CUST01327,Champions,83,3,3429.24,3,5,5,13,0.0,0.14,0,0.0,10,4,18,new_launch,high,0
CUST01328,Mid_Tier_At_Risk,54,2,2001.3,3,4,5,12,0.0,0.235,0,0.0,5,13,5,new_launch,medium,0
CUST01329,Loyal_Slipping,61,3,1252.03,3,5,4,12,0.333,0.287,0,0.0,5,9,5,welcome_offer,medium,0
CUST01330,Champions,3,3,2794.39,5,5,5,15,0.0,0.233,0,0.0,6,2,6,none,low,0
CUST01331,Mid_Tier_At_Risk,14,3,1877.49,5,5,4,14,0.0,0.227,1,0.0,10,0,15,none,medium,0
CUST01332,Champions,17,4,3364.3,5,5,5,15,0.0,0.28,0,0.0,7,6,7,new_launch,low,0
CUST01333,New_Customers,47,1,420.65,3,2,2,7,0.0,0.18,0,0.0,2,0,6,free_shipping,medium,1
CUST01334,Dormant,160,1,976.5,1,2,3,6,0.0,0.03,0,0.0,1,39,1,welcome_offer,high,1
CUST01335,Loyal_Slipping,75,2,2371.6,3,4,5,12,0.0,0.26,1,1.0,6,0,8,bundle_discount,medium,0
CUST01336,Mid_Tier_At_Risk,1,2,910.67,5,4,3,12,0.0,0.23,0,0.0,0,0,0,welcome_offer,low,1
CUST01337,New_Customers,49,1,793.95,3,2,3,8,0.0,0.32,0,0.0,14,18,18,free_shipping,medium,0
CUST01338,New_Customers,7,1,232.88,5,2,1,8,1.0,0.43,1,1.0,14,0,14,bundle_discount,medium,1
CUST01339,Mid_Tier_At_Risk,162,1,450.33,1,2,2,5,0.0,0.26,0,0.0,3,37,4,bundle_discount,high,1
CUST01340,New_Customers,76,1,624.33,3,2,2,7,0.0,0.07,0,0.0,5,16,5,bundle_discount,high,1
CUST01341,New_Customers,38,1,395.13,4,2,2,8,0.0,0.23,0,0.0,5,26,8,new_launch,medium,1
CUST01342,Loyal_Slipping,84,2,1049.9,3,4,3,10,0.0,0.25,0,0.0,10,23,10,welcome_offer,high,1
CUST01343,Champions,4,3,1079.78,5,5,3,13,0.0,0.173,0,0.0,3,7,3,bundle_discount,low,0
CUST01344,Mid_Tier_At_Risk,395,0,0.0,1,1,1,3,0.0,0.0,0,0.0,3,60,3,bundle_discount,high,1
CUST01345,Mid_Tier_At_Risk,38,1,2465.11,4,2,5,11,0.0,0.26,0,0.0,7,3,8,bundle_discount,medium,0
CUST01346,Champions,38,3,2127.53,4,5,5,14,0.0,0.29,0,0.0,5,17,8,bundle_discount,medium,0
CUST01347,Mid_Tier_At_Risk,128,1,316.63,2,2,1,5,0.0,0.39,0,0.0,3,27,3,none,high,1
CUST01348,Mid_Tier_At_Risk,140,1,659.62,2,2,2,6,0.0,0.23,0,0.0,3,22,3,welcome_offer,high,1
CUST01349,Loyal_Slipping,83,2,2446.67,3,4,5,12,0.0,0.205,0,0.0,0,22,9,bundle_discount,high,0
CUST01350,Mid_Tier_At_Risk,190,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,26,3,none,high,1
CUST01351,Mid_Tier_At_Risk,30,1,542.87,4,2,2,8,1.0,0.42,1,1.0,7,0,9,new_launch,medium,1
CUST01352,Dormant,123,2,900.07,2,4,3,9,0.5,0.415,0,0.0,1,31,1,free_shipping,high,1
CUST01353,Mid_Tier_At_Risk,73,1,597.26,3,2,2,7,0.0,0.23,1,1.0,1,19,5,free_shipping,high,0
CUST01354,New_Customers,2,2,1041.99,5,4,3,12,0.0,0.355,1,0.0,10,0,10,free_shipping,medium,0
CUST01355,Mid_Tier_At_Risk,88,1,547.04,2,2,2,6,0.0,0.3,0,0.0,2,28,2,welcome_offer,high,0
CUST01356,Mid_Tier_At_Risk,42,1,287.51,4,2,1,7,0.0,0.27,1,1.0,0,17,0,bundle_discount,high,1
CUST01357,Dormant,126,1,230.99,2,2,1,5,0.0,0.56,0,0.0,2,23,2,new_launch,high,1
CUST01358,New_Customers,18,1,862.52,5,2,3,10,0.0,0.32,0,0.0,14,3,27,free_shipping,low,0
CUST01359,Mid_Tier_At_Risk,106,2,1016.94,2,4,3,9,0.0,0.345,0,0.0,3,15,7,new_launch,high,1
CUST01360,Mid_Tier_At_Risk,160,1,306.65,1,2,1,4,0.0,0.3,0,0.0,6,35,13,bundle_discount,high,1
CUST01361,New_Customers,5,1,805.77,5,2,3,10,0.0,0.21,0,0.0,6,0,7,new_launch,low,0
CUST01362,Mid_Tier_At_Risk,80,1,378.18,3,2,2,7,0.0,0.35,0,0.0,16,6,22,free_shipping,high,1
CUST01363,Mid_Tier_At_Risk,83,1,454.39,3,2,2,7,0.0,0.14,0,0.0,7,11,17,free_shipping,high,0
CUST01364,Mid_Tier_At_Risk,148,1,1261.0,1,2,4,7,0.0,0.2,0,0.0,3,35,3,new_launch,high,1
CUST01365,Mid_Tier_At_Risk,247,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,47,3,free_shipping,high,1
CUST01366,Mid_Tier_At_Risk,98,1,149.0,2,2,1,5,0.0,0.53,0,0.0,4,30,4,welcome_offer,high,1
CUST01367,Mid_Tier_At_Risk,56,1,363.62,3,2,1,6,0.0,0.23,1,1.0,8,16,12,bundle_discount,medium,1
CUST01368,Mid_Tier_At_Risk,308,0,0.0,1,1,1,3,0.0,0.0,0,0.0,8,60,17,none,high,1
CUST01369,New_Customers,24,1,477.43,4,2,2,8,1.0,0.2,1,1.0,10,11,19,bundle_discount,medium,0
CUST01370,Dormant,161,2,1246.04,1,4,4,9,0.0,0.215,0,0.0,2,35,2,none,high,0
CUST01371,High_Value_Unhappy,8,2,2334.49,5,4,5,14,0.0,0.225,1,1.0,6,2,6,none,medium,0
CUST01372,Mid_Tier_At_Risk,71,1,366.8,3,2,1,6,1.0,0.1,1,0.0,5,31,6,welcome_offer,medium,1
CUST01373,New_Customers,45,1,291.54,4,2,1,7,0.0,0.6,0,0.0,4,10,4,new_launch,medium,1
CUST01374,Mid_Tier_At_Risk,88,1,282.0,2,2,1,5,0.0,0.19,0,0.0,5,24,6,free_shipping,high,1
CUST01375,Loyal_Slipping,64,2,1131.64,3,4,3,10,0.0,0.245,0,0.0,4,27,14,none,medium,0
CUST01376,Mid_Tier_At_Risk,34,1,541.57,4,2,2,8,0.0,0.02,0,0.0,6,18,6,none,low,0
CUST01377,New_Customers,9,1,387.27,5,2,2,9,0.0,0.39,1,1.0,10,0,11,free_shipping,medium,0
CUST01378,Mid_Tier_At_Risk,117,1,348.74,2,2,1,5,0.0,0.16,0,0.0,14,21,14,new_launch,high,1
CUST01379,Mid_Tier_At_Risk,186,0,0.0,1,1,1,3,0.0,0.0,0,0.0,6,40,10,welcome_offer,high,1
CUST01380,Mid_Tier_At_Risk,44,2,729.75,4,4,3,11,0.0,0.285,0,0.0,1,11,5,new_launch,medium,0
CUST01381,Champions,2,6,4149.83,5,5,5,15,0.0,0.253,0,0.0,11,0,20,none,low,0
CUST01382,Mid_Tier_At_Risk,4,2,987.37,5,4,3,12,0.5,0.19,1,1.0,5,0,14,none,medium,1
CUST01383,High_Value_Unhappy,13,3,1697.28,5,5,4,14,0.0,0.203,1,1.0,14,3,14,welcome_offer,medium,0
CUST01384,Loyal_Slipping,145,2,3420.26,2,4,5,11,0.5,0.19,0,0.0,5,24,5,none,high,1
CUST01385,High_Value_Unhappy,0,3,1753.84,5,5,4,14,0.333,0.367,1,1.0,10,4,23,free_shipping,medium,0
CUST01386,High_Value_Unhappy,14,4,5346.15,5,5,5,15,0.25,0.213,1,1.0,5,0,6,welcome_offer,medium,0
CUST01387,Dormant,128,1,785.68,2,2,3,7,0.0,0.27,0,0.0,2,30,2,none,high,1
CUST01388,Loyal_Slipping,70,1,2996.98,3,2,5,10,0.0,0.25,0,0.0,1,11,1,none,high,1
CUST01389,Loyal_Slipping,70,2,1396.82,3,4,4,11,0.0,0.11,0,0.0,5,3,11,free_shipping,medium,0
CUST01390,Champions,9,2,1232.27,5,4,4,13,0.0,0.12,0,0.0,11,6,16,new_launch,low,0
CUST01391,Mid_Tier_At_Risk,94,1,972.01,2,2,3,7,0.0,0.2,0,0.0,11,20,15,welcome_offer,high,0
CUST01392,New_Customers,16,1,1415.53,5,2,4,11,0.0,0.25,0,0.0,2,3,9,welcome_offer,low,0
CUST01393,Mid_Tier_At_Risk,85,1,493.02,3,2,2,7,0.0,0.28,0,0.0,0,18,3,free_shipping,high,1
CUST01394,Champions,16,2,1313.81,5,4,4,13,0.0,0.365,0,0.0,15,6,18,bundle_discount,low,0
CUST01395,Champions,32,4,3708.11,4,5,5,14,0.0,0.307,0,0.0,4,9,8,none,low,0
CUST01396,Mid_Tier_At_Risk,127,1,826.44,2,2,3,7,0.0,0.35,0,0.0,2,21,4,none,high,1
CUST01397,Champions,4,4,4264.14,5,5,5,15,0.0,0.165,0,0.0,12,0,12,welcome_offer,low,0
CUST01398,High_Value_Unhappy,57,1,1672.19,3,2,4,9,1.0,0.12,1,1.0,6,0,6,bundle_discount,medium,1
CUST01399,High_Value_Unhappy,19,4,2045.41,5,5,5,15,0.25,0.305,1,1.0,10,6,14,new_launch,medium,0
CUST01400,Dormant,134,1,328.61,2,2,1,5,0.0,0.15,0,0.0,1,38,2,new_launch,high,1
CUST01401,Loyal_Slipping,75,2,1991.48,3,4,5,12,0.0,0.19,0,0.0,3,23,3,new_launch,medium,0
CUST01402,Mid_Tier_At_Risk,254,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,47,7,new_launch,high,1
CUST01403,Mid_Tier_At_Risk,329,0,0.0,1,1,1,3,0.0,0.0,0,0.0,1,53,6,new_launch,high,1
CUST01404,Mid_Tier_At_Risk,202,0,0.0,1,1,1,3,0.0,0.0,0,0.0,12,24,21,new_launch,high,1
CUST01405,Dormant,140,1,1013.03,2,2,3,7,0.0,0.33,0,0.0,2,20,2,new_launch,high,0
CUST01406,Dormant,222,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,46,2,free_shipping,high,1
CUST01407,Mid_Tier_At_Risk,139,1,709.73,2,2,3,7,0.0,0.14,0,0.0,3,17,6,welcome_offer,high,1
CUST01408,Dormant,307,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,60,2,none,high,1
CUST01409,Discount_Sensitive,26,3,1087.52,4,5,3,12,0.0,0.447,0,0.0,1,0,1,free_shipping,low,0
CUST01410,Mid_Tier_At_Risk,146,2,670.94,2,4,2,8,0.0,0.34,0,0.0,11,18,13,bundle_discount,high,0
CUST01411,Dormant,183,0,0.0,1,1,1,3,0.0,0.0,0,0.0,0,51,0,none,high,0
CUST01412,Mid_Tier_At_Risk,91,1,348.68,2,2,1,5,0.0,0.34,0,0.0,9,9,9,none,high,1
CUST01413,Mid_Tier_At_Risk,234,0,0.0,1,1,1,3,0.0,0.0,0,0.0,2,39,3,none,high,1
CUST01414,Mid_Tier_At_Risk,30,1,453.66,4,2,2,8,0.0,0.34,1,1.0,10,17,13,new_launch,medium,0
CUST01415,New_Customers,9,1,509.5,5,2,2,9,0.0,0.29,0,0.0,9,0,15,free_shipping,low,0
CUST01416,High_Value_Unhappy,50,3,2785.86,3,5,5,13,0.667,0.223,3,0.333,11,20,19,welcome_offer,medium,0
CUST01417,Mid_Tier_At_Risk,149,1,461.24,1,2,2,5,0.0,0.42,0,0.0,3,26,3,new_launch,high,1
CUST01418,Mid_Tier_At_Risk,176,1,785.78,1,2,3,6,0.0,0.31,0,0.0,10,35,20,free_shipping,high,1
CUST01419,Mid_Tier_At_Risk,41,1,1111.02,4,2,3,9,0.0,0.21,0,0.0,1,11,2,welcome_offer,high,0
CUST01420,Loyal_Slipping,67,3,2895.91,3,5,5,13,0.0,0.353,1,0.0,14,14,18,bundle_discount,medium,0
CUST01421,New_Customers,46,1,1155.37,4,2,3,9,1.0,0.25,1,1.0,16,30,16,bundle_discount,medium,1
CUST01422,High_Value_Unhappy,58,3,1353.3,3,5,4,12,0.333,0.2,1,1.0,3,17,6,new_launch,medium,0
CUST01423,Mid_Tier_At_Risk,41,2,840.35,4,4,3,11,0.0,0.29,0,0.0,5,11,5,welcome_offer,medium,0
CUST01424,Mid_Tier_At_Risk,93,1,2318.97,2,2,5,9,0.0,0.43,0,0.0,3,24,3,bundle_discount,high,0
CUST01425,New_Customers,48,1,1148.76,3,2,3,8,0.0,0.32,0,0.0,3,5,7,new_launch,medium,1
CUST01426,New_Customers,24,1,872.32,4,2,3,9,0.0,0.28,0,0.0,8,0,8,none,low,0
CUST01427,High_Value_Unhappy,5,4,2185.26,5,5,5,15,0.0,0.4,2,1.0,11,9,18,free_shipping,medium,0
CUST01428,New_Customers,51,1,888.61,3,2,3,8,1.0,0.41,1,1.0,15,13,21,new_launch,medium,0
CUST01429,Mid_Tier_At_Risk,53,2,1434.61,3,4,4,11,0.0,0.34,0,0.0,4,3,14,none,medium,0
CUST01430,High_Value_Unhappy,5,3,2362.84,5,5,5,15,0.333,0.267,3,0.333,11,3,11,new_launch,medium,0
